username,register_ts,device_os,lang,country,day_reg
anadaniels,2022-12-08 13:07:45,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-12-08
edward05,2023-03-06 14:04:32,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2023-03-06
deniseevans,2022-06-07 08:57:39,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-06-07
mitchellgina,2022-09-19 19:51:15,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-09-19
evanssteven,2022-12-30 21:33:40,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-12-30
finleymorgan,2022-09-30 11:57:33,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2022-09-30
kristin62,2022-10-20 11:10:44,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-10-20
marcuswilliams,2023-01-10 18:41:27,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2023-01-10
brenda85,2022-08-15 19:48:15,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-08-15
dtownsend,2022-07-31 09:53:07,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-07-31
williamsmitchell,2023-03-02 16:03:50,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-03-02
jessicasilva,2022-03-30 21:48:17,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-03-30
ctaylor,2022-10-03 20:07:49,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-10-03
blopez,2023-06-15 08:25:23,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2023-06-15
cindyellis,2023-02-26 13:12:02,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-02-26
juliejarvis,2022-06-16 16:49:32,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-06-16
amandapeterson,2022-10-29 00:43:29,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2022-10-29
michelle12,2022-05-14 19:27:10,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-05-14
wraymond,2022-03-25 01:12:20,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-03-25
rebecca18,2023-05-12 11:39:39,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-05-12
robertsleah,2022-12-28 18:09:34,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-12-28
hayneswesley,2022-07-06 19:03:17,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-07-06
cassandrawilson,2023-05-03 18:54:29,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-05-03
michelle83,2022-12-15 08:03:32,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-12-15
brady03,2023-06-21 19:16:02,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2023-06-21
anthony34,2023-05-23 07:32:49,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-05-23
brownshari,2022-12-27 12:51:51,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2022-12-27
michaeljohn,2022-12-02 16:56:39,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-12-02
wkelly,2022-11-18 11:45:54,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-11-18
gordonmatthew,2022-04-15 01:50:28,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-04-15
jennalawrence,2023-03-01 16:49:59,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2023-03-01
hernandezscott,2022-12-23 11:17:38,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-12-23
dillonmelissa,2022-10-28 17:52:36,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-10-28
cheryl55,2023-04-13 17:56:38,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-04-13
philip43,2023-05-31 10:42:46,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-05-31
nancybridges,2023-03-08 18:57:03,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2023-03-08
paula08,2022-10-23 20:43:33,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-10-23
kaufmanamy,2023-04-22 18:12:51,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2023-04-22
justin56,2023-04-09 05:42:52,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-04-09
muelleramy,2023-02-16 11:26:35,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2023-02-16
russellaaron,2023-02-08 21:54:45,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-02-08
fergusonjason,2022-06-26 22:16:18,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-06-26
ashleypoole,2022-04-04 20:13:36,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country1,2022-04-04
greeneemily,2022-11-17 18:07:57,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2022-11-17
brennantyler,2022-04-23 12:28:17,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-04-23
mitchellsarah,2023-01-18 17:45:23,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-01-18
kcase,2023-06-10 19:11:25,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-06-10
bstephens,2022-10-07 21:24:44,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-10-07
brownmegan,2022-08-07 01:05:52,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-08-07
simonhannah,2023-06-20 12:25:36,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-06-20
juanbest,2023-04-11 23:44:29,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-04-11
tpratt,2022-07-05 14:18:20,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2022-07-05
josephmurphy,2022-12-14 12:14:18,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-12-14
daniel68,2022-07-29 16:46:13,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-07-29
lawrenceanderson,2023-06-23 19:29:33,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country1,2023-06-23
steven17,2022-05-07 18:10:41,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-05-07
powellkimberly,2023-01-11 17:48:08,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2023-01-11
kristine34,2023-03-16 19:08:57,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2023-03-16
barbaramills,2022-12-25 22:11:57,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2022-12-25
duartefrank,2022-12-22 15:45:30,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-12-22
gstark,2023-05-21 11:47:30,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-05-21
victormartinez,2023-05-17 21:09:07,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2023-05-17
jessicamiller,2022-05-08 10:15:40,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-05-08
justin84,2022-08-29 20:30:05,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-08-29
vegachad,2023-01-09 21:48:57,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-01-09
drusso,2022-09-20 07:59:43,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2022-09-20
thompsondiana,2022-08-22 10:20:05,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-08-22
brandon61,2022-04-17 08:29:57,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country1,2022-04-17
ronalddavis,2022-08-16 14:46:15,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-08-16
mayomichael,2022-04-17 13:42:46,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-04-17
usexton,2023-02-26 12:29:23,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2023-02-26
olivia17,2022-11-09 20:29:30,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-11-09
amanda16,2023-06-01 21:24:36,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-06-01
agregory,2023-03-17 15:44:20,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2023-03-17
douglascohen,2022-12-19 11:57:15,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-12-19
justin60,2022-05-09 22:09:18,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-05-09
gillashley,2022-08-24 12:50:07,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country1,2022-08-24
hugheslori,2022-03-28 17:51:22,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country1,2022-03-28
amanda67,2023-03-17 16:35:07,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2023-03-17
haleywillis,2022-05-25 19:14:18,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-05-25
ellenlane,2022-06-15 18:14:49,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-06-15
amandasmith,2022-03-29 00:18:11,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-03-29
ariel59,2022-11-02 11:09:41,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-11-02
jason42,2023-02-04 15:16:50,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2023-02-04
kdavis,2023-06-24 22:06:00,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-06-24
bennettcheryl,2022-04-18 14:13:58,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2022-04-18
cookwayne,2022-05-23 08:07:53,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-05-23
sara39,2023-02-25 18:44:22,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country1,2023-02-25
patrickwilson,2022-07-26 20:23:23,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-07-26
jonathanhoffman,2023-01-24 01:56:56,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2023-01-24
sara95,2022-04-02 09:58:31,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-04-02
fostertimothy,2023-03-06 23:54:37,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2023-03-06
kalexander,2022-06-27 10:33:57,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country1,2022-06-27
qlynch,2022-05-05 12:26:45,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country1,2022-05-05
jill57,2023-01-04 20:10:34,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-01-04
jwarner,2022-06-02 08:38:38,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-06-02
zgonzalez,2022-10-23 12:15:37,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-10-23
christysparks,2022-06-02 13:16:31,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-06-02
walter51,2022-07-04 11:43:02,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-07-04
michellefox,2022-07-31 13:11:16,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-07-31
woneill,2023-06-07 18:56:54,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-06-07
christy78,2022-04-14 16:06:53,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-04-14
teresahopkins,2022-04-11 17:02:33,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-04-11
matthewjones,2023-05-01 01:41:48,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2023-05-01
solisanthony,2022-12-29 14:20:47,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-12-29
jeremy94,2022-06-10 13:00:47,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country2,2022-06-10
katherine08,2022-10-18 22:30:07,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-18
elizabeth13,2022-12-27 14:00:06,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-12-27
hammondkristy,2023-01-24 08:17:09,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2023-01-24
ijennings,2022-09-02 20:55:04,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-09-02
wjenkins,2022-04-25 12:12:44,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-04-25
jonesjeffrey,2022-08-13 04:41:04,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-08-13
tristanbriggs,2022-06-14 13:27:14,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-06-14
heather26,2023-05-10 14:20:03,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-05-10
jamie40,2022-11-01 10:39:19,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country1,2022-11-01
rebeccasantos,2022-12-31 11:08:36,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-12-31
uadams,2022-07-09 20:44:13,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-07-09
jmendez,2023-05-31 10:51:33,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2023-05-31
millerdanielle,2022-08-15 14:45:58,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-08-15
teresa83,2022-07-17 19:27:35,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2022-07-17
hughesjohnny,2022-05-01 03:39:27,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2022-05-01
woodstony,2022-12-09 01:43:35,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-12-09
rodney76,2022-08-21 11:43:57,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2022-08-21
albertjohnson,2022-12-29 22:40:34,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-12-29
groberts,2023-01-31 11:59:48,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-01-31
fullerkatherine,2023-01-13 15:22:06,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2023-01-13
zachary87,2023-06-07 13:30:15,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-06-07
andrewwilkins,2022-05-03 02:18:02,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-05-03
thomaswise,2023-05-07 10:36:53,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country1,2023-05-07
whitesteven,2022-12-04 21:29:51,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-12-04
kathrynbridges,2023-03-02 17:06:14,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country1,2023-03-02
paultorres,2022-11-03 14:03:00,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country1,2022-11-03
benjamin24,2023-01-21 16:15:30,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-01-21
joysmith,2022-11-01 11:08:08,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-11-01
bramirez,2023-04-27 19:48:20,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2023-04-27
ronaldharris,2023-05-21 11:42:50,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country3,2023-05-21
carloswilliams,2022-04-05 08:20:28,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country1,2022-04-05
dennislewis,2023-01-06 20:50:38,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2023-01-06
vbowman,2023-02-17 19:44:18,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-02-17
hamiltonchristopher,2023-03-03 18:17:09,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2023-03-03
othompson,2022-03-27 00:17:15,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-03-27
wlove,2022-10-10 16:38:55,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-10-10
ofox,2023-01-19 11:12:26,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-01-19
cookdillon,2023-01-24 10:30:22,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-01-24
andrew12,2022-08-08 08:23:05,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-08-08
evilla,2023-03-22 17:15:15,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2023-03-22
reginald26,2023-01-19 18:02:12,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-01-19
yolanda59,2023-06-23 14:34:48,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-06-23
jonathanthompson,2023-06-01 18:12:57,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2023-06-01
myersheather,2022-06-09 14:23:06,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-06-09
douglasgibson,2022-05-10 05:36:01,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-05-10
santiagojoe,2023-05-06 16:15:28,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-05-06
mtorres,2023-04-11 12:54:29,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2023-04-11
leevictoria,2022-05-09 22:40:02,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-05-09
knielsen,2022-04-27 11:16:42,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-04-27
castrorebecca,2022-11-11 00:01:32,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-11-11
jeremy45,2022-09-08 17:16:16,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-09-08
kedwards,2023-03-16 14:42:04,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2023-03-16
ramseyalicia,2022-08-19 21:08:07,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-08-19
amymoreno,2023-03-27 14:04:47,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-03-27
clarkwilliam,2022-09-29 17:06:42,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2022-09-29
csims,2022-11-16 14:56:48,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country1,2022-11-16
katherinestewart,2022-04-22 13:56:27,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-04-22
xgood,2022-07-04 20:13:59,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-07-04
jillian18,2022-05-02 19:49:30,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country1,2022-05-02
taramay,2022-08-06 10:25:51,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-08-06
morganallison,2023-02-16 20:44:25,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2023-02-16
odonnelltroy,2022-12-29 17:35:13,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country1,2022-12-29
jonathanjackson,2022-11-30 15:53:53,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-11-30
charlottefreeman,2023-01-15 21:35:16,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2023-01-15
dholt,2022-10-30 14:03:32,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-30
amy72,2022-05-23 11:23:14,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-05-23
michellebrown,2022-06-29 19:08:20,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-06-29
eric35,2022-08-01 08:27:43,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2022-08-01
daniel52,2022-08-08 07:44:28,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-08-08
vincent49,2022-11-27 18:51:59,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2022-11-27
deborahjones,2022-11-24 20:50:47,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2022-11-24
helen66,2022-11-18 10:58:34,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-11-18
dmurray,2022-11-04 18:16:09,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-11-04
rebeccalee,2022-10-13 07:06:51,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-10-13
silvanathan,2022-09-02 12:32:20,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-09-02
paulwallace,2023-01-22 01:04:45,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-01-22
tjones,2022-07-04 21:48:36,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-07-04
sophia35,2022-08-09 12:18:11,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-08-09
chodges,2022-03-29 00:16:34,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-03-29
tylerramos,2022-05-13 22:45:10,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-05-13
hnewman,2022-10-23 15:11:09,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-10-23
courtney55,2023-05-21 10:52:09,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-05-21
aguirrecynthia,2022-06-13 15:21:51,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country2,2022-06-13
owensean,2022-05-26 08:35:25,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-05-26
thomas61,2022-05-01 12:59:08,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country2,2022-05-01
reyesjohn,2022-12-09 01:37:52,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-12-09
choisusan,2022-05-27 23:27:58,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-05-27
brittneyreeves,2022-09-07 23:58:02,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-09-07
brendan00,2023-01-17 14:47:08,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-01-17
sullivankristy,2023-02-05 20:10:15,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-02-05
ebaker,2022-08-13 12:38:33,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-08-13
kenneth23,2022-09-24 12:43:54,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-09-24
vramirez,2022-10-15 21:02:59,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-15
ihansen,2022-11-06 17:07:55,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-11-06
ncohen,2022-09-08 06:39:04,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country1,2022-09-08
stevenandrade,2023-02-13 17:52:05,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-02-13
heather86,2023-04-15 18:48:18,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-04-15
jonesdiane,2023-01-06 19:30:15,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-01-06
william11,2022-06-29 18:38:27,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-06-29
ronaldbuchanan,2023-05-05 17:45:13,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2023-05-05
danielcarlson,2022-06-19 16:35:05,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-06-19
derrickwright,2022-03-29 22:13:19,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-03-29
smithraymond,2022-04-07 16:49:42,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-04-07
zkaufman,2023-06-07 18:22:26,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country1,2023-06-07
aelliott,2022-07-23 23:08:20,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-07-23
ppatton,2023-03-05 20:50:28,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country1,2023-03-05
jacqueline72,2022-08-09 19:36:52,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2022-08-09
mary65,2022-05-25 11:34:36,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-05-25
baileykimberly,2023-01-25 23:11:15,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2023-01-25
lutzandre,2022-11-21 22:41:28,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-11-21
maxwelltravis,2022-11-17 20:35:06,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-11-17
jesusmendez,2023-06-07 19:06:56,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-06-07
charleswhite,2022-07-23 19:14:53,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-07-23
simmonsjohn,2022-09-29 19:29:27,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-09-29
amanda27,2023-06-11 14:38:38,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-06-11
jeanriley,2022-05-13 12:55:47,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-05-13
qlong,2023-04-28 15:32:03,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2023-04-28
donnastanley,2023-06-07 08:58:17,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2023-06-07
griffinangela,2023-03-30 16:42:46,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-03-30
amandaandrade,2022-10-31 13:34:06,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-10-31
ashleyward,2022-07-03 13:18:01,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country1,2022-07-03
timothy16,2022-11-13 13:36:54,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-11-13
olopez,2022-06-26 21:08:17,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-06-26
morgandaniel,2022-10-09 21:26:09,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-10-09
